Time,Open,High,Low,Close,Volume,Count,Wap
20230317  13:56:00,304.7,304.93,304.63,304.82,1527.77,961,304.793
20230317  13:58:00,304.86,304.86,304.54,304.63,1518.83,785,304.685
20230317  14:00:00,304.66,304.8,304.48,304.53,2030.48,1134,304.657
20230317  14:02:00,304.55,304.68,304.27,304.44,1563.13,937,304.48
20230317  14:04:00,304.42,304.7,304.35,304.61,1519.59,988,304.582
20230317  14:06:00,304.64,304.84,304.23,304.55,3616.93,2271,304.527
20230317  14:08:00,304.56,304.76,304.47,304.66,1894.53,882,304.644
20230317  14:10:00,304.67,304.96,304.58,304.73,2850.54,1363,304.78
20230317  14:12:00,304.74,305.25,304.66,305.23,5160.82,2899,304.942
20230317  14:14:00,305.22,305.25,304.89,304.97,2457.96,1246,305.11
20230317  14:16:00,304.96,305.69,304.77,305.6,5078.86,2647,305.238
20230317  14:18:00,305.61,305.65,305.28,305.39,1761.28,1114,305.479
20230317  14:20:00,305.38,305.43,305.16,305.3,1615.46,910,305.296
20230317  14:22:00,305.28,305.66,305.19,305.65,2024.21,1011,305.447
20230317  14:24:00,305.66,305.75,305.46,305.48,2257.3,1046,305.615
20230317  14:26:00,305.49,305.56,305.27,305.48,2552.77,1343,305.407
20230317  14:28:00,305.49,305.77,305.43,305.65,2379.21,1075,305.638
20230317  14:30:00,305.64,305.68,305.23,305.24,3550.72,1469,305.373
20230317  14:32:00,305.25,305.25,304.72,304.8,5100.68,2190,304.926
20230317  14:34:00,304.8,305.18,304.79,304.94,2789.96,1472,304.997
20230317  14:36:00,304.93,305.12,304.82,305.02,2067.31,1266,304.936
20230317  14:38:00,305.02,305.1,304.89,304.99,1434.15,843,304.974
20230317  14:40:00,304.97,305.33,304.95,305.21,2921.26,1565,305.174
20230317  14:42:00,305.2,305.4,305.09,305.38,2005.98,1277,305.235
20230317  14:44:00,305.39,305.6,305.11,305.21,3259.75,1926,305.372
20230317  14:46:00,305.2,305.28,304.73,304.86,3843.76,2330,305.013
20230317  14:48:00,304.85,305,304.68,304.77,3302.61,1903,304.821
20230317  14:50:00,304.75,305.19,304.59,305.15,5397.04,2841,304.942
20230317  14:52:00,305.13,305.4,305.02,305.2,3174.92,1914,305.194
20230317  14:54:00,305.19,305.71,305.05,305.51,6458.38,3568,305.456
20230317  14:56:00,305.51,305.52,305.05,305.12,7392.06,4275,305.19
20230317  14:58:00,305.13,305.35,305.08,305.33,15652.45,7143,305.243
20230317  15:00:00,305.32,305.88,305.3,305.68,5022.63,631,305.463
20230317  15:02:00,305.7,305.7,305.51,305.64,877.66,211,305.585
20230317  15:04:00,305.65,305.73,305.62,305.73,788.73,187,305.657
20230317  15:06:00,305.71,305.89,305.7,305.87,265.22,125,305.791
20230317  15:08:00,305.84,305.9,305.74,305.75,1192.67,257,305.78
20230317  15:10:00,305.74,305.79,305.36,305.77,524.58,112,305.757
